onset	duration	trial	event	music_type	valence_rating
12.139294262819	29.4782024663873	1	Music	atonal	0.73
41.6174967292063	56.6167934666228	1	Rating	atonal	0.73
64.7383596864929	29.4723022736325	2	Music	discord	0.9
94.2106619601254	106.006795708185	2	Rating	discord	0.9
114.115030732715	29.4695211267281	3	Music	atonal	0.22
143.584551859443	152.745717172482	3	Rating	atonal	0.22
160.876790614733	29.4794028676479	4	Music	discord	0.2
190.356193482381	198.883483677095	4	Rating	discord	0.2
205.995014187316	29.4815656428364	5	Music	tonal	0.64
235.476579830152	245.837828757918	5	Rating	tonal	0.64
267.984564565333	29.4772459183005	6	Music	discord	0.49
297.461810483634	304.720312886657	6	Rating	discord	0.49
311.902068119096	29.4780057747994	7	Music	tonal	0.68
341.380073893895	352.592638685601	7	Rating	tonal	0.68
360.705767418996	29.4810701686838	8	Music	discord	0.38
390.18683758768	406.369584045842	8	Rating	discord	0.38
413.487002819707	29.4765679010452	9	Music	tonal	0.75
442.963570720753	451.590124417831	9	Rating	tonal	0.75
459.724002032941	29.4774503776825	10	Music	discord	0.29
489.201452410623	498.112297302247	10	Rating	discord	0.29
520.242005832504	29.4758016638589	11	Music	atonal	0.24
549.717807496363	556.743027297132	11	Rating	atonal	0.24
564.872763846921	29.4816957533476	12	Music	tonal	0.7
594.354459600268	606.868320669982	12	Rating	tonal	0.7
614.985466184029	29.4767681991034	13	Music	atonal	0.24
644.462234383132	653.656119022548	13	Rating	atonal	0.24
661.801046321561	29.4829730002675	14	Music	tonal	0.61
691.284019321829	700.711142176115	14	Rating	tonal	0.61
707.833855254969	29.471284970321	15	Music	atonal	0.68
737.30514022529	744.014227820458	15	Rating	atonal	0.68
