onset	duration	trial	event	music_type	valence_rating
14.1031016238012	29.482944703308	1	Music	atonal	0.0099999999999997
43.5860463271092	53.9138882014995	1	Rating	atonal	0.0099999999999997
61.0378346947291	29.4704049904758	2	Music	discord	0.69
90.5082396852049	101.787394704807	2	Rating	discord	0.69
109.893569877389	29.471066639886	3	Music	tonal	0.6
139.364636517275	151.977623765892	3	Rating	tonal	0.6
159.084240870347	29.4706086175865	4	Music	discord	0.25
188.554849487933	198.13220254628	4	Rating	discord	0.25
206.238242892192	29.4725253202269	5	Music	tonal	0.81
235.710768212419	244.020589919401	5	Rating	tonal	0.81
266.182736471001	29.4770034522298	6	Music	atonal	0.51
295.659739923231	307.639570296851	6	Rating	atonal	0.51
314.745312692459	29.4713324093354	7	Music	discord	0.33
344.216645101795	354.443758412795	7	Rating	discord	0.33
362.560971340175	29.4782454666602	8	Music	atonal	0.72
392.039216806836	400.882626168357	8	Rating	atonal	0.72
408.001610429703	29.4740780463326	9	Music	tonal	0.81
437.475688476035	446.419006344066	9	Rating	tonal	0.81
454.537435485712	29.4771604725938	10	Music	atonal	0.54
484.014595958306	494.024806998113	10	Rating	atonal	0.54
516.14589688589	29.4860948203277	11	Music	discord	0.27
545.631991706217	553.424408565876	11	Rating	discord	0.27
560.529832482018	29.4720922658344	12	Music	tonal	0.5
590.001924747852	597.827423245893	12	Rating	tonal	0.5
605.93427255184	29.4704074872643	13	Music	discord	0.27
635.404680039104	643.581192844307	13	Rating	discord	0.27
650.714184376306	29.4781794404298	14	Music	atonal	0.18
680.192363816735	688.00157381011	14	Rating	atonal	0.18
695.158222429607	29.4704371713269	15	Music	tonal	0.58
724.628659600934	734.989139517307	15	Rating	tonal	0.58
