onset	duration	trial	event	music_type	valence_rating
12.1102365612387	29.4747426100985	1	Music	discord	0.93
41.5849791713372	49.9438172603805	1	Rating	discord	0.93
57.1017741538126	29.4690851922314	2	Music	atonal	0.31
86.570859346044	94.4467013145259	2	Rating	atonal	0.31
101.551989542389	29.4720871497011	3	Music	discord	0.81
131.024076692091	136.864597319905	3	Rating	discord	0.81
143.985235451561	29.4738029899163	4	Music	tonal	0.54
173.459038441477	181.301042986721	4	Rating	tonal	0.54
188.40650848571	29.4718499559458	5	Music	atonal	0.59
217.878358441656	225.587415192829	5	Rating	atonal	0.59
247.706904252507	29.4700519995313	6	Music	tonal	0.81
277.176956252039	283.06773976266	6	Rating	tonal	0.81
291.172838235521	29.4728281374482	7	Music	discord	0.5
320.64566637297	326.919369380867	7	Rating	discord	0.5
335.023615898139	29.4736545704327	8	Music	tonal	0.31
364.497270468572	371.639263806064	8	Rating	tonal	0.31
378.745422576627	29.4708085227758	9	Music	discord	0.31
408.216231099403	419.361435013903	9	Rating	discord	0.31
427.467834307259	29.4714343813903	10	Music	atonal	0.49
456.939268688649	463.514034934895	10	Rating	atonal	0.49
485.672090312284	29.4813094094061	11	Music	tonal	0.5
515.15339972169	521.945060100181	11	Rating	tonal	0.5
529.051838071289	29.4701990319154	12	Music	atonal	0.81
558.522037103205	564.729883750089	12	Rating	atonal	0.81
572.834937003558	29.4727782019218	13	Music	discord	0.5
602.307715205479	609.449698278444	13	Rating	discord	0.5
617.599076525639	29.4790994848881	14	Music	tonal	0.81
647.078176010527	656.121827152052	14	Rating	tonal	0.81
663.289818312354	29.4747955972416	15	Music	atonal	0.57
692.764613909596	699.022591110144	15	Rating	atonal	0.57
